Signal ID,Location Name,Signal Type,Signal Status,ATD Location ID,COA Intersection ID,Control,Council District(s),Primary St,Cross St,Cross St Segment ID,Landmark,Primary Signal,Secondary Signal(s),Jurisdiction Label,Primary St Segment ID,Signal Eng. Area,Traffic Engineer Area,Turn On Date,Cross St Block,Primary St Block,Signal PM Max Fiscal Year,Pedestrian Button Type,Leading Pedestrian Interval,Date Leading Pedestrian Interval Installed,North/South Pedestrian Interval,East/West Pedestrian Interval,Leading Pedestrian Interval Comment,Bicycle Signal,Bus Stops,Source DB ID,IP Communication status,Comm Status Datetime,Owner,Detection status,Detection Status Date,Construction Note,Construction Note Date,Modified Date,Location,Corridor Retiming Zone,Backplate Installed,Backplate Type,Intersection Backplate Status,Dark Signal
171, AIRPORT BLVD / 53RD HALF ST,TRAFFIC,TURNED_ON,LOC16-000850,5160439,PRIMARY,"4, 9", AIRPORT BLVD, 53RD HALF ST,2015604,,,,AUSTIN FULL PURPOSE,2015632,NORTHEAST,,05/02/1958,800,"5,300",2020,,True,05/14/2024 12:00:00 AM,"2p, 6p","4p, 8p",,False,1795,5817c080e052e0422be6c54a,,,COA,BROKEN,06/07/2024 05:00:00 AM +0000,,,06/26/2024 04:36:00 PM +0000,POINT (-97.71463 30.315025),Airport North,False,,,NO
280, CESAR CHAVEZ ST / SAN ANTONIO ST,TRAFFIC,TURNED_ON,LOC16-001365,5156008,PRIMARY,9, CESAR CHAVEZ ST, SAN ANTONIO ST,2018994,,,,AUSTIN FULL PURPOSE,2019016,CENTRAL,,03/07/2008,100,400,2021,,True,12/19/2019 12:00:00 AM,8p,,,False,,5817c085e052e0422be6c618,,,COA,BROKEN,06/21/2024 05:00:00 AM +0000,,,05/14/2024 05:18:00 PM +0000,POINT (-97.749115 30.264656),Downtown,False,,,NO
270, ST JOHNS AVE / BENNETT AVE,TRAFFIC,TURNED_ON,LOC16-001315,5161863,PRIMARY,4, ST JOHNS AVE, BENNETT AVE,2011954,,,,AUSTIN FULL PURPOSE,2011955,NORTHEAST,,01/05/1998,"7,200",800,2019,,False,,,,,False,"1410, 4713",5817c084e052e0422be6c604,,,COA,OK,11/24/2020 06:00:00 AM +0000,,,03/26/2024 01:34:00 PM +0000,POINT (-97.700371 30.331131),North Lamar 1,False,,,NO
168, AIRPORT BLVD / 35 SVRD,TRAFFIC,TURNED_ON,LOC16-000835,5160349,PRIMARY,9, AIRPORT BLVD,IH 35 SVRD,2048045,,,167:  AIRPORT BLVD / 35 SVRD,AUSTIN FULL PURPOSE,2016433,NORTHEAST,,12/02/1958,"4,300","4,457",2022,,False,,,,,False,,5817c080e052e0422be6c544,,,TxDOT,BROKEN,11/23/2021 06:00:00 AM +0000,,,06/28/2024 11:10:00 AM +0000,POINT (-97.715736 30.302624),Airport North,False,,,NO
271, SLAUGHTER LN / UNITED KINGDOM DR,TRAFFIC,TURNED_ON,LOC16-001320,5149696,PRIMARY,5, SLAUGHTER LN, UNITED KINGDOM DR,2047192,,,,AUSTIN FULL PURPOSE,2027778,SOUTH,,03/08/1999,"9,001","1,000",2020,APS,False,,,,,False,"2933, 2976",5817c084e052e0422be6c606,,,COA,OK,11/13/2023 06:00:00 AM +0000,,,07/24/2024 11:47:00 PM +0000,POINT (-97.809326 30.173962),Slaughter Central,False,,,NO
169, AIRPORT BLVD / 45TH ST,TRAFFIC,TURNED_ON,LOC16-000840,5160322,PRIMARY,9, AIRPORT BLVD, 45TH ST,2040715,,,,AUSTIN FULL PURPOSE,2016373,NORTHEAST,,05/18/1971,"1,028","4,506",2021,,True,,4p,,7 second early walk time,False,,5817c080e052e0422be6c546,,,COA,OK,06/16/2022 05:00:00 AM +0000,,,07/23/2024 09:37:00 PM +0000,POINT (-97.715981 30.303625),Airport North,False,,,NO
284, 8TH ST / CONGRESS AVE,TRAFFIC,TURNED_ON,LOC16-001385,5157087,PRIMARY,9, 8TH ST, CONGRESS AVE,2018597,,,,AUSTIN FULL PURPOSE,2018598,CENTRAL,,12/24/1954,800,100,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p","2p, 6p",All Directions 5 Second LPI.,False,5937,5817c085e052e0422be6c620,,,COA,NO DETECTION,,,,07/02/2024 07:11:00 PM +0000,POINT (-97.742111 30.269905),Downtown,False,,,NO
292, 7TH ST / COLORADO ST,TRAFFIC,TURNED_ON,LOC16-001425,5156810,PRIMARY,9, 7TH ST, COLORADO ST,2018634,,,,AUSTIN FULL PURPOSE,2018635,CENTRAL,,12/24/1954,700,200,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p",2p,,False,6314,5817c085e052e0422be6c630,,,COA,NO DETECTION,,,,06/11/2024 06:15:00 PM +0000,POINT (-97.743774 30.269348),Downtown,False,,,NO
275, CONGRESS AVE / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001340,5157133,PRIMARY,9, CONGRESS AVE, 9TH ST,2018518,,,,AUSTIN FULL PURPOSE,2018517,CENTRAL,,04/13/1964,101,900,2022,,True,12/19/2019 12:00:00 AM,"4p, 8p",2p,All Directions 5 Second LPI.,False,5937,5817c084e052e0422be6c60e,,,COA,NO DETECTION,,,,07/15/2024 06:07:00 PM +0000,POINT (-97.741753 30.270853),Downtown,False,,,NO
296, 7TH ST / TRINITY ST,TRAFFIC,TURNED_ON,LOC16-001445,5157536,PRIMARY,9, 7TH ST, TRINITY ST,2018729,,,,AUSTIN FULL PURPOSE,2018730,CENTRAL,,12/01/2021,700,300,2021,,True,12/19/2019 12:00:00 AM,4p,2p,,False,6370,5817c085e052e0422be6c638,,,COA,OK,06/19/2020 05:00:00 AM +0000,,,02/13/2024 03:32:00 PM +0000,POINT (-97.738953 30.268007),Downtown,False,,,NO
303, 6TH ST / CONGRESS AVE,TRAFFIC,TURNED_ON,LOC16-001480,5156982,PRIMARY,9, 6TH ST, CONGRESS AVE,2018731,,,,AUSTIN FULL PURPOSE,2018732,CENTRAL,,12/24/1954,600,100,2021,,True,01/14/2020 12:00:00 AM,"4p, 8p","2p, 6p",All Directions 5 Second LPI.,False,5158,5817c086e052e0422be6c646,,,COA,NO DETECTION,,,,07/02/2024 02:10:00 PM +0000,POINT (-97.742813 30.268066),Downtown,False,,,NO
274, COLORADO ST / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001335,5156915,PRIMARY,9, COLORADO ST, 9TH ST,2018491,,,,AUSTIN FULL PURPOSE,2018490,CENTRAL,,12/24/1954,201,900,2020,,True,12/19/2019 12:00:00 AM,"4p, 8p",2p,,False,4007,5817c084e052e0422be6c60c,,,COA,NO DETECTION,,,,07/18/2024 05:32:00 PM +0000,POINT (-97.743057 30.271244),Downtown,False,,,NO
276, BRAZOS ST / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001345,5157328,PRIMARY,9, BRAZOS ST, 9TH ST,2018544,,,,AUSTIN FULL PURPOSE,2018543,CENTRAL,,12/24/1954,100,900,2019,,True,12/19/2019 12:00:00 AM,4p,2p,,False,,5817c084e052e0422be6c610,,,COA,NO DETECTION,,,,06/12/2024 06:42:00 PM +0000,POINT (-97.740425 30.270472),Downtown,False,,,NO
189, MENCHACA RD / REDD ST,TRAFFIC,TURNED_ON,LOC16-000935,5151323,PRIMARY,5, MENCHACA RD, REDD ST,2024177,,,,AUSTIN FULL PURPOSE,2024176,SOUTH,,08/26/1971,"2,001","4,400",2021,,True,,,"4p, 8p",,False,"1744, 1756, 4230, 734",5817c081e052e0422be6c56c,,,COA,BROKEN,12/04/2023 06:00:00 AM +0000,,,07/17/2024 06:06:00 PM +0000,POINT (-97.789406 30.228258),Menchaca,False,,,NO
299, 6TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-001460,5156096,PRIMARY,9, 6TH ST, NUECES ST,2018622,,,,AUSTIN FULL PURPOSE,2018623,CENTRAL,,06/26/1957,600,600,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p",6p,,False,1969,5817c085e052e0422be6c63e,,,COA,NO DETECTION,,,,02/22/2024 07:21:00 PM +0000,POINT (-97.748421 30.269629),Downtown,False,,,NO
156, 1ST ST / CUMBERLAND RD,TRAFFIC,TURNED_ON,LOC16-000775,5154417,PRIMARY,3, 1ST ST, CUMBERLAND RD,2023911,,,,AUSTIN FULL PURPOSE,2023910,SOUTH,,09/04/1980,601,"2,600",2021,,False,,,,,False,1558,5817c07fe052e0422be6c52c,,,COA,OK,02/13/2021 06:00:00 AM +0000,,,07/03/2024 06:25:00 PM +0000,POINT (-97.7621 30.238203),South First,False,,,NO
170, AIRPORT BLVD / 51ST ST,TRAFFIC,TURNED_ON,LOC16-000845,5160367,PRIMARY,9, AIRPORT BLVD, 51ST ST,2015777,,,,AUSTIN FULL PURPOSE,2015762,NORTHEAST,,01/15/1978,806,"5,100",2021,Push-Button,True,05/14/2024 12:00:00 AM,2p,4p,,False,"1794, 5684",5b5c435397428f168b0e8693,,,COA,OK,05/21/2019 05:00:00 AM +0000,,,06/28/2024 11:56:00 AM +0000,POINT (-97.71534 30.312069),Airport North,False,,,NO
180, KOENIG LN / AVENUE F ,TRAFFIC,TURNED_ON,LOC16-000890,5159980,PRIMARY,4, KOENIG LN, AVENUE F ,2015220,,,,AUSTIN FULL PURPOSE,2015195,NORTHWEST,,05/01/1991,"5,600",200,2022,,False,,,,,False,"1164, 1271, 2428, 2465",5817c080e052e0422be6c55a,,,COA,OK,04/14/2022 05:00:00 AM +0000,,,06/25/2024 05:15:00 PM +0000,POINT (-97.718575 30.321964),North Lamar 1,False,,,NO
191, MENCHACA RD / JONES RD,TRAFFIC,TURNED_ON,LOC16-000945,5150932,PRIMARY,5, MENCHACA RD, JONES RD,2024437,,,,AUSTIN FULL PURPOSE,2024460,SOUTH,,09/19/1973,"2,001","5,100",2023,,True,05/02/2024 12:00:00 AM,,"4p, 8p",5 second duration,False,737,5817c081e052e0422be6c570,,,COA,BROKEN,05/12/2021 05:00:00 AM +0000,,,06/28/2024 03:08:00 PM +0000,POINT (-97.794067 30.220758),Menchaca,False,,,NO
279, 6TH ST / RIO GRANDE ST,TRAFFIC,TURNED_ON,LOC16-001360,5155918,PRIMARY,9, 6TH ST, RIO GRANDE ST,2018603,,,,AUSTIN FULL PURPOSE,2018604,CENTRAL,,08/01/1985,600,700,2019,,True,12/19/2019 12:00:00 AM,"4p, 8p",6p,,False,"1969, 5499",5817c085e052e0422be6c616,,,COA,NO DETECTION,,,,07/01/2024 10:40:00 PM +0000,POINT (-97.749527 30.269945),Downtown,False,,,NO
259, 15TH ST / BRAZOS ST,TRAFFIC,TURNED_ON,LOC16-001260,5157635,PRIMARY,9, 15TH ST, BRAZOS ST,2018214,,,,AUSTIN FULL PURPOSE,2018143,CENTRAL,,01/28/1993,"1,400",100,2022,,True,10/31/2019 12:00:00 AM,"4p, 8p",,,False,,5817c084e052e0422be6c5ee,,,COA,OK,11/24/2020 06:00:00 AM +0000,,,10/16/2023 01:11:00 PM +0000,POINT (-97.738197 30.276548),15th,False,,,NO
163, AIRPORT BLVD / 12TH ST,TRAFFIC,TURNED_ON,LOC16-000810,5162046,PRIMARY,1, AIRPORT BLVD, 12TH ST,2018061,,,,AUSTIN FULL PURPOSE,2018062,NORTHEAST,,05/03/1954,"3,250","1,200",2021,,False,,,,,False,"1096, 1126, 3298, 5567",5817c080e052e0422be6c53a,,,COA,OK,03/07/2024 06:00:00 AM +0000,,,06/28/2024 05:22:00 PM +0000,POINT (-97.700333 30.276861),Airport South,False,,,NO
165, AIRPORT BLVD / MANOR RD,TRAFFIC,TURNED_ON,LOC16-000820,5161390,PRIMARY,"1, 9", AIRPORT BLVD, MANOR RD,2017441,,,,AUSTIN FULL PURPOSE,2040929,NORTHEAST,,11/24/1961,"3,000","2,241",2021,Push-Button,False,,,,,False,"3295, 5616",5817c080e052e0422be6c53e,,,COA,OK,08/28/2023 05:00:00 AM +0000,,,06/25/2024 05:58:00 PM +0000,POINT (-97.70636 30.286293),Airport South,False,,,NO
283, 8TH ST / COLORADO ST,TRAFFIC,TURNED_ON,LOC16-001380,5156869,PRIMARY,9, 8TH ST, COLORADO ST,2018571,,,,AUSTIN FULL PURPOSE,2018572,CENTRAL,,12/24/1954,800,200,2021,APS,True,12/19/2019 12:00:00 AM,"4p, 8p",6p,,False,"2606, 5938",5817c085e052e0422be6c61e,,,COA,NO DETECTION,,,,02/15/2024 01:18:00 PM +0000,POINT (-97.743416 30.270268),Downtown,False,,,NO
298, 6TH ST / WEST AVE,TRAFFIC,TURNED_ON,LOC16-001455,5155766,PRIMARY,9, 6TH ST, WEST AVE,2018580,,,,AUSTIN FULL PURPOSE,2018604,CENTRAL,,10/29/1959,600,700,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p",6p,,False,5499,5817c085e052e0422be6c63c,,,COA,NO DETECTION,,,,07/17/2024 11:09:00 AM +0000,POINT (-97.750588 30.270296),Downtown,False,,,NO
282, 8TH ST / LAVACA ST,TRAFFIC,TURNED_ON,LOC16-001375,5156699,PRIMARY,9, 8TH ST, LAVACA ST,2018538,,,,AUSTIN FULL PURPOSE,2018539,CENTRAL,,12/24/1954,800,300,2021,APS,True,12/19/2019 12:00:00 AM,4p,6p,,False,"2606, 4007, 5938, 5965",5817c085e052e0422be6c61c,,,COA,NO DETECTION,,,,06/12/2024 11:35:00 AM +0000,POINT (-97.744492 30.270575),Downtown,False,,,NO
294, 7TH ST / BRAZOS ST,TRAFFIC,TURNED_ON,LOC16-001435,5157239,PRIMARY,9, 7TH ST, BRAZOS ST,2018687,,,,AUSTIN FULL PURPOSE,2018688,CENTRAL,,12/24/1954,700,100,2021,,True,12/19/2019 12:00:00 AM,4p,2p,,False,,5817c085e052e0422be6c634,,,COA,NO DETECTION,,,,06/25/2024 04:51:00 PM +0000,POINT (-97.741112 30.268602),Downtown,False,,,NO
273, LAVACA ST / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001330,5156749,PRIMARY,9, LAVACA ST, 9TH ST,2018480,,,,AUSTIN FULL PURPOSE,2018479,CENTRAL,,07/22/1954,301,900,2022,,True,12/19/2019 12:00:00 AM,4p,2p,,False,"2607, 4007, 5938, 5965",5817c084e052e0422be6c60a,,,COA,NO DETECTION,,,,03/28/2024 05:28:00 PM +0000,POINT (-97.744148 30.271542),Downtown,False,,,NO
175, CONGRESS AVE / ANNIE ST,TRAFFIC,TURNED_ON,LOC16-000870,5155801,PRIMARY,9, CONGRESS AVE, ANNIE ST,2022461,,,,AUSTIN FULL PURPOSE,2022460,NORTHEAST,,03/12/1986,101,"1,700",2021,APS,True,12/15/2016 12:00:00 AM,,"4p, 8p",EB & WB Ped 7 sec LPI.,False,,5817c080e052e0422be6c552,,,COA,OK,07/28/2022 05:00:00 AM +0000,,,02/12/2024 08:25:00 PM +0000,POINT (-97.750969 30.246094),SOCO,False,,,NO
290, 7TH ST / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-001415,5156486,PRIMARY,9, 7TH ST, GUADALUPE ST,2018599,,,,AUSTIN FULL PURPOSE,2018615,CENTRAL,,12/24/1954,700,300,2021,,True,12/19/2019 12:00:00 AM,8p,2p,"2p , 8p",False,1966,5817c085e052e0422be6c62c,,,COA,NO DETECTION,,,,02/13/2024 03:31:00 PM +0000,POINT (-97.745934 30.269962),Downtown,False,,,NO
287, 8TH ST / TRINITY ST,TRAFFIC,TURNED_ON,LOC16-001400,5157598,PRIMARY,9, 8TH ST, TRINITY ST,2018652,,,,AUSTIN FULL PURPOSE,2018653,CENTRAL,,12/01/2021,800,300,2021,,True,12/19/2019 12:00:00 AM,4p,6p,,False,"5949, 6315",5817c085e052e0422be6c626,,,COA,NO DETECTION,,,,02/15/2024 01:18:00 PM +0000,POINT (-97.738609 30.268927),Downtown,False,,,NO
186, MENCHACA RD / BARTON SKWY (Lightsey Rd),TRAFFIC,TURNED_ON,LOC16-000920,5152078,PRIMARY,5, MENCHACA RD, BARTON SKWY,2023828,Lightsey Rd,,,AUSTIN FULL PURPOSE,2023827,SOUTH,,10/17/1985,"2,101","2,800",2022,Bulldog,False,,,,,False,"6458, 728",5b5c435497428f168b0e8696,,,COA,OK,02/12/2019 06:00:00 AM +0000,,,06/03/2024 06:14:00 PM +0000,POINT (-97.781662 30.242613),SOLA,False,,,NO
305, 6TH ST / SAN JACINTO BLVD,TRAFFIC,TURNED_ON,LOC16-001490,5157344,PRIMARY,9, 6TH ST, SAN JACINTO BLVD,2018780,,,,AUSTIN FULL PURPOSE,2018781,CENTRAL,,12/24/1954,600,200,2022,,True,12/19/2019 12:00:00 AM,8p,6p,,False,6370,5817c086e052e0422be6c64a,,,COA,NO DETECTION,,,,02/09/2024 09:42:00 PM +0000,POINT (-97.740372 30.267395),Downtown,False,,,NO
179,100 BLK E RIVERSIDE DR (AUSTIN AMERICAN-STATESMAN),TRAFFIC,TURNED_ON,LOC16-000885,,PRIMARY,9, RIVERSIDE DR,,,AUSTIN AMERICAN-STATESMAN,,,AUSTIN FULL PURPOSE,2041293,CENTRAL,,06/10/1993,,100,2022,,False,,,,,False,"1249, 3847",5817c080e052e0422be6c558,,,COA,OK,09/27/2023 05:00:00 AM +0000,,,12/04/2023 04:36:00 PM +0000,POINT (-97.745018 30.255238),Bowtie,False,,,NO
277, SAN JACINTO BLVD / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001350,5157483,PRIMARY,9, SAN JACINTO BLVD, 9TH ST,2018575,,,,AUSTIN FULL PURPOSE,2018574,CENTRAL,,12/24/1954,200,900,2022,,True,12/19/2019 12:00:00 AM,8p,2p,,False,,5817c085e052e0422be6c612,,,COA,NO DETECTION,,,,01/10/2024 05:10:00 PM +0000,POINT (-97.739334 30.270174),Downtown,False,,,NO
192, MENCHACA RD / STASSNEY LN,TRAFFIC,TURNED_ON,LOC16-000950,5150642,PRIMARY,5, MENCHACA RD, STASSNEY LN,3261326,,,,AUSTIN FULL PURPOSE,2024610,SOUTH,,10/27/1971,"1,820","5,320",2021,,False,,,,,False,"4224, 740",5817c081e052e0422be6c572,,,COA,OK,09/15/2022 05:00:00 AM +0000,,,06/13/2024 05:20:00 PM +0000,POINT (-97.797707 30.215431),Menchaca,False,,,NO
308, 6TH ST / RED RIVER ST,TRAFFIC,TURNED_ON,LOC16-001505,5157835,PRIMARY,9, 6TH ST, RED RIVER ST,2018837,,,,AUSTIN FULL PURPOSE,2018838,CENTRAL,,12/24/1954,600,500,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p",6p,,False,,5817c086e052e0422be6c650,,,COA,BROKEN,11/23/2022 06:00:00 AM +0000,,,06/05/2024 04:59:00 PM +0000,POINT (-97.73719 30.266476),Downtown,False,,,NO
173, AIRPORT BLVD / KOENIG LN SVRD,TRAFFIC,TURNED_ON,LOC16-000860,5160613,SECONDARY,4, AIRPORT BLVD, KOENIG LN SVRD,2045307,,172:  AIRPORT BLVD / KOENIG LN SVRD,,AUSTIN FULL PURPOSE,2015216,NORTHEAST,,08/16/1982,732,"5,751",2022,,False,,,,,False,,5817c080e052e0422be6c54e,,,TxDOT,BROKEN,12/03/2023 06:00:00 AM +0000,,,02/20/2024 02:59:00 PM +0000,POINT (-97.712952 30.320946),Airport North,False,,,NO
150, CESAR CHAVEZ ST / SAN JACINTO BLVD,TRAFFIC,TURNED_ON,LOC16-000745,5157116,PRIMARY,9, CESAR CHAVEZ ST, SAN JACINTO BLVD,2019126,,,,AUSTIN FULL PURPOSE,2019127,CENTRAL,,04/19/1961,100,200,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p",,,False,,5817c07fe052e0422be6c520,,,COA,NO DETECTION,,,,06/11/2024 06:58:00 PM +0000,POINT (-97.742104 30.262692),Downtown,False,,,NO
166, AIRPORT BLVD / 38TH HALF ST,TRAFFIC,TURNED_ON,LOC16-000825,5161289,PRIMARY,"1, 9", AIRPORT BLVD, 38TH HALF ST,2017242,,,,AUSTIN FULL PURPOSE,2017340,NORTHEAST,,08/24/1973,"1,814","3,801",2021,,False,,,,,False,"5436, 6288, 6290",5817c080e052e0422be6c540,,,COA,BROKEN,12/03/2023 06:00:00 AM +0000,,,12/07/2023 01:15:00 PM +0000,POINT (-97.707245 30.289185),Airport South,False,,,NO
286, 8TH ST / SAN JACINTO BLVD,TRAFFIC,TURNED_ON,LOC16-001395,5157430,PRIMARY,9, 8TH ST, SAN JACINTO BLVD,2018637,,,,AUSTIN FULL PURPOSE,2018638,CENTRAL,,08/05/1957,800,200,2021,,True,12/19/2019 12:00:00 AM,8p,6p,,False,,5817c085e052e0422be6c624,,,COA,OK,06/06/2021 05:00:00 AM +0000,,,06/28/2024 05:11:00 PM +0000,POINT (-97.739693 30.269236),Downtown,False,,,NO
172, AIRPORT BLVD / KOENIG LN SVRD,TRAFFIC,TURNED_ON,LOC16-000855,5160656,PRIMARY,4, AIRPORT BLVD, KOENIG LN SVRD,2045312,,,173:  AIRPORT BLVD / KOENIG LN SVRD,AUSTIN FULL PURPOSE,2015270,NORTHEAST,,08/16/1982,733,"5,701",2022,,False,,,,,False,,5817c080e052e0422be6c54c,,,TxDOT,OK,06/24/2024 05:00:00 AM +0000,,,06/28/2024 02:54:00 PM +0000,POINT (-97.712547 30.31991),Airport North,False,,,NO
159, AIRPORT BLVD / BOLM RD,TRAFFIC,TURNED_ON,LOC16-000790,5162808,PRIMARY,3, AIRPORT BLVD, BOLM RD,2019202,,,157:  AIRPORT BLVD / SHADY LN,AUSTIN FULL PURPOSE,2019244,NORTHEAST,,01/04/1961,"5,000","1,000",2021,APS,False,,,,,False,"3302, 4581",5817c080e052e0422be6c532,,,COA,BROKEN,12/05/2014 06:00:00 AM +0000,,,07/17/2024 03:03:00 PM +0000,POINT (-97.693863 30.260094),Airport South,False,,,NO
310, 5TH ST / NUECES ST,TRAFFIC,TURNED_ON,LOC16-001515,5156046,PRIMARY,9, 5TH ST, NUECES ST,2018695,,,,AUSTIN FULL PURPOSE,2018696,CENTRAL,,05/29/1952,500,600,2021,,True,12/19/2019 12:00:00 AM,"4p, 8p",2p,,False,"2110, 2111",5817c086e052e0422be6c654,,,COA,NO DETECTION,,,,07/01/2024 04:20:00 PM +0000,POINT (-97.748779 30.268679),Downtown,False,,,NO
300, 6TH ST / GUADALUPE ST,TRAFFIC,TURNED_ON,LOC16-001465,5156452,PRIMARY,9, 6TH ST, GUADALUPE ST,2018658,,,,AUSTIN FULL PURPOSE,2018659,CENTRAL,,12/24/1954,600,400,2021,,True,12/19/2019 12:00:00 AM,8p,6p,,False,"1966, 2612",5817c085e052e0422be6c640,,,COA,NO DETECTION,,,,03/12/2024 03:43:00 PM +0000,POINT (-97.746262 30.269024),Downtown,False,,,NO
162, AIRPORT BLVD / OAK SPRINGS DR,TRAFFIC,TURNED_ON,LOC16-000805,5162329,PRIMARY,"1, 3", AIRPORT BLVD, OAK SPRINGS DR,2018299,,,,AUSTIN FULL PURPOSE,2018548,NORTHEAST,,06/12/1959,"3,300","1,137",2021,,False,,,,,False,"3262, 634, 668",5817c080e052e0422be6c538,,,COA,BROKEN,02/29/2024 06:00:00 AM +0000,,,06/12/2024 06:10:00 PM +0000,POINT (-97.697907 30.273556),Airport South,False,,,NO
260, DESSAU RD / BRAKER LN (Shropshire),TRAFFIC,TURNED_ON,LOC16-001265,5165721,PRIMARY,1, DESSAU RD, BRAKER LN,2038400,Shropshire,,,AUSTIN FULL PURPOSE,3267858,NORTHEAST,,02/27/1997,"1,400","11,800",2022,,False,,,,,False,,5817c084e052e0422be6c5f0,,,COA,BROKEN,04/08/2024 05:00:00 AM +0000,,,06/28/2024 11:25:00 AM +0000,POINT (-97.658661 30.377291),Dessau 1,False,,,NO
176, OLTORF ST / EAST SIDE DR,TRAFFIC,TURNED_ON,LOC16-000875,5156176,PRIMARY,"3, 9", OLTORF ST, EAST SIDE DR,2022730,,,,AUSTIN FULL PURPOSE,2022731,NORTHEAST,,10/17/1969,"2,301",528,2021,,True,01/01/2019 12:00:00 AM,"4p, 8p",,5 second early walk,False,"1494, 2266",5817c080e052e0422be6c554,,,COA,OK,06/15/2017 05:00:00 AM +0000,,,05/14/2024 03:41:00 PM +0000,POINT (-97.748802 30.236704),Oltorf,False,,,NO
281, GUADALUPE ST / 8TH ST,TRAFFIC,TURNED_ON,LOC16-001370,5156535,PRIMARY,9, GUADALUPE ST, 8TH ST,2018520,,,,AUSTIN FULL PURPOSE,2018519,CENTRAL,,12/24/1954,401,800,2021,APS,True,12/19/2019 12:00:00 AM,8p,"2p, 6p",,False,"2611, 5950",5817c085e052e0422be6c61a,,,COA,NO DETECTION,,,,06/05/2024 04:52:00 PM +0000,POINT (-97.74559 30.270872),Downtown,False,,,NO
406, CONGRESS AVE / ST ELMO RD,TRAFFIC,TURNED_ON,LOC16-001990,5153835,PRIMARY,3, CONGRESS AVE, ST ELMO RD,2024506,,,407:  CONGRESS AVE / ST ELMO RD,AUSTIN FULL PURPOSE,2024505,SOUTH,,04/23/1981,101,"4,228",2021,APS,False,,,,,False,6355,5817c08ae052e0422be6c712,,,COA,OK,05/10/2024 05:00:00 AM +0000,Modified the signal to allow left turn movements (completed on 11/2/17),,07/18/2024 05:48:00 PM +0000,POINT (-97.766876 30.218205),SOCO,False,,,NO
187, 5TH ST / BOWIE ST,TRAFFIC,TURNED_ON,LOC16-000925,5155417,PRIMARY,9, 5TH ST, BOWIE ST,2018716,,,,AUSTIN FULL PURPOSE,2018621,CENTRAL,,08/02/2007,300,900,2020,,True,12/19/2019 12:00:00 AM,,,"OL2p , OL4p , OL8p",False,2107,5817c081e052e0422be6c568,,,COA,NO DETECTION,,,,02/06/2024 09:11:00 PM +0000,POINT (-97.753174 30.269737),Downtown,False,,,NO
278, CESAR CHAVEZ ST / COLORADO ST,TRAFFIC,TURNED_ON,LOC16-001355,5156523,PRIMARY,9, CESAR CHAVEZ ST, COLORADO ST,2019051,,,,AUSTIN FULL PURPOSE,2019052,CENTRAL,,07/03/2017,100,200,2020,,False,,,,,False,"1781, 6274",5817c085e052e0422be6c614,,,COA,OK,03/24/2015 05:00:00 AM +0000,,,02/05/2024 09:32:00 PM +0000,POINT (-97.745857 30.263762),Downtown,False,,,NO
272, GUADALUPE ST / 9TH ST,TRAFFIC,TURNED_ON,LOC16-001325,5156584,PRIMARY,9, GUADALUPE ST, 9TH ST,2018458,,,,AUSTIN FULL PURPOSE,2018457,CENTRAL,,10/30/1975,401,900,2022,,True,12/19/2019 12:00:00 AM,8p,2p,,False,"2611, 5950",5817c084e052e0422be6c608,,,COA,NO DETECTION,,,,10/16/2023 01:11:00 PM +0000,POINT (-97.745232 30.27182),Downtown,False,,,NO
269, LAVACA ST / 13TH ST,TRAFFIC,TURNED_ON,LOC16-001310,5156986,PRIMARY,9, LAVACA ST, 13TH ST,2018210,,,,AUSTIN FULL PURPOSE,2018209,CENTRAL,,08/10/2009,301,"1,300",2019,,True,12/19/2019 12:00:00 AM,4p,"2p, 6p",,False,591,5817c084e052e0422be6c602,,,COA,NO DETECTION,02/27/2020 06:00:00 AM +0000,,,10/16/2023 01:11:00 PM +0000,POINT (-97.742592 30.275734),Downtown,False,,,NO
178, LAMAR BLVD / HOUSTON ST,TRAFFIC,TURNED_ON,LOC16-005475,5158929,PRIMARY,"4, 7", LAMAR BLVD, HOUSTON ST,2012270,,,,AUSTIN FULL PURPOSE,2012269,NORTHWEST,,06/08/2018,801,"5,502",2020,APS,True,,8p,,7 second early walk,False,613,581d5c1ee340e0562cff53a0,,,COA,BROKEN,03/05/2024 06:00:00 AM +0000,,05/15/2018 05:00:00 AM +0000,06/05/2024 06:02:00 PM +0000,POINT (-97.728081 30.323225),North Lamar 1,False,,,NO
