Treatment,Segment ID,Council District,Street Name,From Limit Street,To Limit Street,Segment Length,Segment Width,Lane Miles,Completion Date,PROJECT_ID,Resurfacing Description,Treatment Category,Most Recent Inspection Grade,Second Most Recent Inspection Grade,Third Most Recent Inspection Grade,Most Recent Inspection Year,Second Most Recent Inspection Year,Third Most Recent Inspection Year,Functional Class,Days Since Last Maintenance,Number of Maintenance Events,Average Time Between Maintenances,Street Combination,Maintenance Dates
SLCT6,2041671,5.0,BURROUGH DR,CHERRY CREEK DR,COATBRIDGE DR,712,27.0,0.36,5/13/2017 0:00,28002,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2641,1,,BURROUGH DR|CHERRY CREEK DR|COATBRIDGE DR,"['2017-05-13', '2016-01-26', '2015-02-15', '2013-12-06', '2012-09-10', '2011-07-20', '2010-08-27', '2009-08-16', '2008-05-21', '2007-09-21']"
SLCT6,2041696,5.0,BURROUGH DR,COATBRIDGE DR,CHERRY CREEK DR,494,27.0,0.25,5/13/2017 0:00,28002,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Residential,2641,1,,BURROUGH DR|CHERRY CREEK DR|COATBRIDGE DR,"['2017-05-13', '2016-01-20', '2015-06-04', '2014-08-07', '2013-05-11', '2012-04-24', '2011-04-24', '2010-03-02', '2009-07-15', '2008-05-26']"
SLCT6,2039215,7.0,COLOGNE LN,TATTERSHALL LN,MOSLEY LN,1019,27.0,0.51,5/13/2017 0:00,28067,,PM Thin Surface Treatment,B,D,D,2020.0,2018.0,2018.0,Residential,2641,1,,COLOGNE LN|MOSLEY LN|TATTERSHALL LN,"['2017-05-13', '2016-02-06', '2015-04-13', '2014-08-14', '2013-07-04', '2012-10-16', '2011-10-05', '2010-07-21', '2009-10-27', '2009-01-13']"
SLCT6,2006162,7.0,COLOGNE LN,MOSLEY LN,TATTERSHALL LN,290,27.0,0.14,5/13/2017 0:00,28067,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Residential,2641,1,,COLOGNE LN|MOSLEY LN|TATTERSHALL LN,"['2017-05-13', '2016-06-24', '2015-06-22', '2014-03-24', '2013-07-22', '2012-03-12', '2011-05-11', '2010-07-19', '2009-07-11', '2008-08-09']"
SLCT5,2039122,7.0,ADELPHI LN,AMHERST DR,CORONET ST,1082,41.0,0.84,5/13/2017 0:00,27877,,PM Thin Surface Treatment,B,C,C,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|AMHERST DR|CORONET ST,"['2017-05-13', '2016-10-27', '2015-08-19', '2014-09-30', '2013-12-10', '2013-03-09', '2011-11-16', '2011-01-09', '2010-01-27', '2009-02-09']"
SLCT5,2005685,7.0,ADELPHI LN,CALLISTO TER,PARMER LN W,252,41.0,0.16,5/13/2017 0:00,27877,,PM Thin Surface Treatment,F,C,C,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|CALLISTO TER|PARMER LN W,"['2017-05-13', '2016-08-12', '2015-09-14', '2014-09-02', '2013-04-28', '2012-01-15', '2011-03-07', '2010-01-26', '2008-08-27', '2007-03-30']"
SLCT5,2005742,7.0,ADELPHI LN,GANYMEDE DR,CALLISTO TER,632,41.0,0.49,5/13/2017 0:00,27877,,PM Thin Surface Treatment,A,C,C,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|CALLISTO TER|GANYMEDE DR,"['2017-05-13', '2016-04-17', '2015-05-10', '2014-07-02', '2013-06-16', '2012-07-30', '2012-01-15', '2011-01-07', '2009-12-26', '2009-01-20']"
SLCT5,2005797,7.0,ADELPHI LN,WYCLIFF LN,GANYMEDE DR,652,41.0,0.51,5/13/2017 0:00,27877,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|GANYMEDE DR|WYCLIFF LN,"['2017-05-13', '2016-07-18', '2015-11-12', '2014-09-25', '2013-07-29', '2012-08-21', '2011-12-08', '2011-01-15', '2010-06-03', '2009-08-27']"
SLCT5,2005816,7.0,ADELPHI LN,SCEPTRE CV,WYCLIFF LN,237,41.0,0.18,5/13/2017 0:00,27877,,PM Thin Surface Treatment,A,B,B,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|SCEPTRE CV|WYCLIFF LN,"['2017-05-13', '2016-04-26', '2015-07-09', '2014-10-04', '2013-09-20', '2012-10-06', '2011-11-20', '2011-02-17', '2010-04-11', '2009-04-04']"
SLCT5,2005829,7.0,ADELPHI LN,MERCURY LN,SCEPTRE CV,375,41.0,0.29,5/13/2017 0:00,27877,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|MERCURY LN|SCEPTRE CV,"['2017-05-13', '2016-07-28', '2015-05-26', '2014-05-06', '2013-01-15', '2012-01-28', '2011-05-08', '2010-05-30', '2008-12-18', '2008-04-09']"
SLCT5,2005836,7.0,ADELPHI LN,CASSADY DR,MERCURY LN,345,41.0,0.27,5/13/2017 0:00,27877,,PM Thin Surface Treatment,B,C,C,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|CASSADY DR|MERCURY LN,"['2017-05-13', '2016-06-09', '2015-08-24', '2014-11-24', '2014-01-19', '2013-02-02', '2012-03-13', '2011-05-05', '2010-05-09', '2009-03-21']"
SLCT5,2005846,7.0,ADELPHI LN,ADELPHI CV,CASSADY DR,316,41.0,0.25,5/13/2017 0:00,27877,,PM Thin Surface Treatment,D,B,B,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|ADELPHI CV|CASSADY DR,"['2017-05-13', '2016-06-02', '2015-05-17', '2014-02-21', '2013-02-20', '2012-05-07', '2011-01-09', '2010-03-21', '2009-05-25', '2008-02-21']"
SLCT5,2005852,7.0,ADELPHI LN,BLOSSOMWOOD DR,ADELPHI CV,362,41.0,0.28,5/13/2017 0:00,27877,,PM Thin Surface Treatment,C,D,D,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|ADELPHI CV|BLOSSOMWOOD DR,"['2017-05-13', '2016-09-02', '2015-07-26', '2014-10-13', '2014-01-11', '2013-03-19', '2012-07-27', '2011-10-17', '2010-07-04', '2009-07-25']"
SLCT5,2005856,7.0,ADELPHI LN,CORONET ST,BLOSSOMWOOD DR,479,41.0,0.37,5/13/2017 0:00,27877,,PM Thin Surface Treatment,C,F,F,2020.0,2018.0,2018.0,Collector,2641,1,,ADELPHI LN|BLOSSOMWOOD DR|CORONET ST,"['2017-05-13', '2016-03-12', '2014-11-21', '2013-10-19', '2013-02-25', '2011-09-06', '2010-08-16', '2009-05-13', '2008-01-02', '2006-12-17']"
SLCT6,2006225,7.0,AMBLESIDE DR,FORSYTHE DR,GRIMSLEY DR,1235,27.0,0.62,5/13/2017 0:00,27891,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Residential,2641,1,,AMBLESIDE DR|FORSYTHE DR|GRIMSLEY DR,"['2017-05-13', '2016-08-31', '2015-04-19', '2014-04-28', '2013-01-21', '2012-07-26', '2011-07-28', '2010-05-05', '2009-01-05', '2007-09-03']"
SLCT6,2042028,5.0,WILCREST DR,COOKWOOD CV,PECTORAL DR,829,27.0,0.42,5/15/2017 0:00,28700,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2639,1,,WILCREST DR|COOKWOOD CV|PECTORAL DR,"['2017-05-15', '2016-06-23', '2015-06-14', '2014-09-25', '2013-02-07', '2012-03-29', '2011-06-23', '2010-10-25', '2009-10-25', '2008-08-04']"
SLCT6,2025758,5.0,WILCREST DR,CURLEW DR,COOKWOOD CV,274,27.0,0.14,5/15/2017 0:00,28700,,PM Thin Surface Treatment,A,C,D,2022.0,2019.0,2017.0,Residential,2639,1,,WILCREST DR|COOKWOOD CV|CURLEW DR,"['2017-05-15', '2016-01-09', '2015-03-08', '2014-04-02', '2013-03-04', '2012-03-05', '2010-12-13', '2010-01-05', '2008-11-11', '2008-02-15']"
SLCT6,2025777,5.0,CANUS DR,FIRECREST DR,CANUS CV,313,27.0,0.16,5/15/2017 0:00,28020,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2639,1,,CANUS DR|CANUS CV|FIRECREST DR,"['2017-05-15', '2016-08-01', '2015-05-10', '2014-02-24', '2012-12-09', '2012-03-09', '2011-03-11', '2010-01-02', '2008-12-26', '2008-01-04']"
SLCT6,2025816,5.0,CANUS DR,CANUS CV,CROWNSPOINT DR,304,27.0,0.16,5/15/2017 0:00,28020,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,2639,1,,CANUS DR|CANUS CV|CROWNSPOINT DR,"['2017-05-15', '2016-05-26', '2015-05-08', '2014-05-04', '2013-05-31', '2011-11-22', '2010-08-31', '2009-11-15', '2008-09-23', '2007-09-08']"
SLCT6,2042054,5.0,NIGHTJAR DR,CROWNSPOINT DR,SUGAR HILL DR,309,29.0,0.17,5/15/2017 0:00,28432,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Residential,2639,1,,NIGHTJAR DR|CROWNSPOINT DR|SUGAR HILL DR,"['2017-05-15', '2016-07-10', '2015-09-03', '2014-12-04', '2013-07-24', '2012-10-10', '2011-10-27', '2010-05-25', '2009-03-15', '2008-03-19']"
SLCT6,2042073,5.0,NIGHTJAR DR,SUGAR HILL DR,SUGAR HILL DR,1021,29.0,0.56,5/15/2017 0:00,28432,,PM Thin Surface Treatment,B,B,B,2022.0,2019.0,2017.0,Residential,2639,1,,NIGHTJAR DR|SUGAR HILL DR|SUGAR HILL DR,"['2017-05-15', '2016-07-08', '2015-10-17', '2015-01-13', '2013-09-28', '2012-09-17', '2012-01-06', '2010-10-22', '2009-12-16', '2008-12-19']"
SLCT6,2034783,5.0,NIGHTJAR DR,AFTONSHIRE WAY,9907,117,40.0,0.09,5/15/2017 0:00,28432,,PM Thin Surface Treatment,C,C,,2019.0,2017.0,,Collector,2639,1,,NIGHTJAR DR|9907|AFTONSHIRE WAY,"['2017-05-15', '2016-04-21', '2015-08-03', '2014-07-25', '2013-07-12', '2012-09-17', '2011-11-09', '2010-12-23', '2010-05-11', '2009-07-30']"
SLCT6,2026470,5.0,NIGHTJAR DR,SUGAR HILL DR,AFTONSHIRE WAY,344,29.0,0.19,5/15/2017 0:00,28432,,PM Thin Surface Treatment,F,C,C,2022.0,2019.0,2017.0,Residential,2639,1,,NIGHTJAR DR|AFTONSHIRE WAY|SUGAR HILL DR,"['2017-05-15', '2016-09-12', '2015-07-27', '2014-08-16', '2013-07-13', '2012-06-19', '2011-05-04', '2010-08-04', '2009-06-21', '2009-02-21']"
FSMOL,2011865,7.0,ALGUNO RD,ARROYO SECO,CAMINO REAL,784,27.0,0.4,5/15/2017 0:00,42995,,PM Overlay,A,B,B,2020.0,2018.0,2018.0,Residential,2639,1,,ALGUNO RD|ARROYO SECO|CAMINO REAL,"['2017-05-15', '2016-04-04', '2015-05-24', '2014-04-28', '2013-06-21', '2012-12-08', '2012-01-13', '2010-10-10', '2010-03-02', '2009-01-07']"
FSMOL,2011648,7.0,LAIRD DR,PEQUENO ST,PAYNE AVE,322,27.0,0.16,5/15/2017 0:00,43032,,PM Overlay,D,D,D,2020.0,2018.0,2018.0,Residential,2639,1,,LAIRD DR|PAYNE AVE|PEQUENO ST,"['2017-05-15', '2016-08-15', '2015-03-22', '2014-06-28', '2013-09-19', '2012-11-24', '2011-12-16', '2011-05-09', '2010-07-06', '2009-05-20']"
FSMOL,2011550,7.0,LAIRD DR,BRENTWOOD ST,BURBANK ST,267,27.0,0.14,5/15/2017 0:00,43032,,PM Overlay,C,C,C,2020.0,2018.0,2018.0,Residential,2639,1,,LAIRD DR|BRENTWOOD ST|BURBANK ST,"['2017-05-15', '2016-03-29', '2015-09-08', '2014-11-11', '2013-07-28', '2012-04-27', '2011-05-08', '2010-05-11', '2009-10-20', '2008-10-29']"
FSMOL,2011576,7.0,LAIRD DR,KAREN AVE,BRENTWOOD ST,337,27.0,0.17,5/15/2017 0:00,43032,,PM Overlay,B,C,C,2020.0,2018.0,2018.0,Residential,2639,1,,LAIRD DR|BRENTWOOD ST|KAREN AVE,"['2017-05-15', '2016-02-11', '2015-02-02', '2014-07-24', '2013-12-10', '2012-09-28', '2011-10-06', '2010-10-20', '2009-08-28', '2008-07-07']"
FSMOL,2011621,7.0,LAIRD DR,PAYNE AVE,KAREN AVE,386,27.0,0.2,5/15/2017 0:00,43032,,PM Overlay,A,D,D,2020.0,2018.0,2018.0,Residential,2639,1,,LAIRD DR|KAREN AVE|PAYNE AVE,"['2017-05-15', '2016-06-17', '2015-01-18', '2014-06-15', '2013-08-28', '2012-11-10', '2011-06-05', '2010-03-17', '2009-05-20', '2008-09-23']"
FSMOL,2011703,7.0,PEQUENO ST,CAMINO REAL,LAIRD DR,1072,27.0,0.55,5/15/2017 0:00,43064,,PM Overlay,B,B,B,2020.0,2018.0,2018.0,Residential,2639,1,,PEQUENO ST|CAMINO REAL|LAIRD DR,"['2017-05-15', '2016-07-04', '2015-08-15', '2014-09-01', '2014-04-29', '2013-02-02', '2011-08-18', '2010-06-29', '2009-06-05', '2008-04-22']"
FSMOL,2011716,7.0,PEQUENO ST,HALL ST,CAMINO REAL,237,27.0,0.12,5/15/2017 0:00,43064,,PM Overlay,C,D,D,2020.0,2018.0,2018.0,Residential,2639,1,,PEQUENO ST|CAMINO REAL|HALL ST,"['2017-05-15', '2016-04-24', '2015-07-28', '2014-06-20', '2013-07-15', '2012-09-25', '2011-09-13', '2011-01-15', '2010-01-21', '2009-05-14']"
FSMOL,2011761,7.0,HALL ST,ALEGRIA RD,PEQUENO ST,428,27.0,0.22,5/15/2017 0:00,43065,,PM Overlay,B,C,C,2020.0,2018.0,2018.0,Residential,2639,1,,HALL ST|ALEGRIA RD|PEQUENO ST,"['2017-05-15', '2016-06-13', '2015-09-18', '2014-11-04', '2013-10-09', '2012-08-14', '2011-02-21', '2010-05-03', '2008-12-31', '2008-03-03']"
FSMOL,2011683,7.0,HALL ST,PAYNE AVE,GOODNIGHT LN,231,27.0,0.12,5/15/2017 0:00,43066,,PM Overlay,D,F,F,2020.0,2018.0,2018.0,Residential,2639,1,,HALL ST|GOODNIGHT LN|PAYNE AVE,"['2017-05-15', '2016-06-10', '2015-07-30', '2014-08-29', '2014-03-02', '2012-12-24', '2012-03-12', '2011-06-26', '2010-04-15', '2009-07-17']"
FSMOL,2011661,7.0,GOODNIGHT LN,HALL ST,KAREN AVE,169,27.0,0.09,5/15/2017 0:00,43067,,PM Overlay,D,F,F,2020.0,2018.0,2018.0,Residential,2639,1,,GOODNIGHT LN|HALL ST|KAREN AVE,"['2017-05-15', '2016-05-03', '2015-04-29', '2014-05-28', '2013-03-22', '2012-06-24', '2011-04-15', '2010-03-16', '2009-04-29', '2008-06-23']"
FSMOL,2011688,7.0,GOODNIGHT LN,PAYNE AVE,HALL ST,249,27.0,0.13,5/15/2017 0:00,43067,,PM Overlay,F,C,C,2020.0,2018.0,2018.0,Residential,2639,1,,GOODNIGHT LN|HALL ST|PAYNE AVE,"['2017-05-15', '2016-05-29', '2014-12-18', '2013-10-18', '2012-11-18', '2011-12-23', '2011-07-31', '2010-05-22', '2009-02-08', '2008-06-06']"
FSMOL,2011636,7.0,KAREN AVE,YATES AVE,LAIRD DR,1195,27.0,0.61,5/15/2017 0:00,43068,,PM Overlay,B,B,B,2020.0,2018.0,2018.0,Residential,2639,1,,KAREN AVE|LAIRD DR|YATES AVE,"['2017-05-15', '2016-05-21', '2015-11-03', '2014-12-08', '2013-12-19', '2012-12-23', '2011-08-09', '2010-08-07', '2009-10-05', '2008-10-28']"
FSMOL,2011673,7.0,KAREN AVE,ARROYO SECO,YATES AVE,617,27.0,0.32,5/15/2017 0:00,43068,,PM Overlay,B,B,B,2020.0,2018.0,2018.0,Residential,2639,1,,KAREN AVE|ARROYO SECO|YATES AVE,"['2017-05-15', '2016-03-14', '2015-08-15', '2014-11-16', '2014-01-08', '2013-03-05', '2011-09-22', '2011-01-11', '2009-11-12', '2008-12-31']"
SLCT6,2025775,5.0,LINKMEADOW DR,COHOBA DR,NESBIT DR,1135,27.0,0.58,5/16/2017 0:00,28347,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2638,1,,LINKMEADOW DR|COHOBA DR|NESBIT DR,"['2017-05-16', '2016-07-13', '2015-07-15', '2014-05-20', '2012-08-22', '2011-10-04', '2011-01-17', '2010-02-01', '2008-10-26', '2008-03-15']"
SLCT6,2034646,5.0,LINKMEADOW DR,NESBIT DR,9525,163,27.0,0.08,5/16/2017 0:00,28347,,PM Thin Surface Treatment,F,F,D,2022.0,2019.0,2017.0,Residential,2638,1,,LINKMEADOW DR|9525|NESBIT DR,"['2017-05-16', '2016-03-23', '2014-12-07', '2013-05-23', '2012-03-31', '2010-11-25', '2010-01-23', '2009-06-13', '2008-02-07', '2006-12-21']"
SLCT5,2025830,5.0,CROWNSPOINT DR,NIGHTJAR DR,CANUS DR,241,41.0,0.19,5/16/2017 0:00,28096,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Collector,2638,1,,CROWNSPOINT DR|CANUS DR|NIGHTJAR DR,"['2017-05-16', '2016-08-16', '2015-05-25', '2014-09-27', '2014-02-26', '2013-03-28', '2011-12-09', '2010-09-14', '2009-12-05', '2009-03-30']"
SLCT5,2025852,5.0,CROWNSPOINT DR,CURLEW DR,NIGHTJAR DR,443,41.0,0.34,5/16/2017 0:00,28096,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Collector,2638,1,,CROWNSPOINT DR|CURLEW DR|NIGHTJAR DR,"['2017-05-16', '2016-01-21', '2014-10-30', '2013-07-13', '2012-07-16', '2011-11-15', '2010-08-04', '2009-01-03', '2008-03-12', '2007-08-07']"
SLCT5,2034651,5.0,CROWNSPOINT DR,CANUS DR,2903,309,37.0,0.1,5/16/2017 0:00,28096,,PM Thin Surface Treatment,C,B,C,2022.0,2019.0,2017.0,Collector,2638,1,,CROWNSPOINT DR|2903|CANUS DR,"['2017-05-16', '2016-06-20', '2015-07-01', '2014-01-26', '2013-02-22', '2012-01-17', '2011-02-23', '2010-03-23', '2009-05-11', '2008-03-25']"
PMOL,2017246,9.0,25TH 1/2 ST W,SAN GABRIEL ST,LEON ST,481,27.0,0.25,5/16/2017 0:00,45891,,PM Overlay,B,D,D,2021.0,2018.0,2018.0,Residential,2638,1,,25TH 1/2 ST W|LEON ST|SAN GABRIEL ST,"['2017-05-16', '2016-08-14', '2015-10-24', '2014-10-30', '2013-10-15', '2012-08-14', '2011-09-03', '2010-08-10', '2009-04-24', '2008-04-02']"
SLCT5,2025812,5.0,BERNOULLI DR,NOTCHES DR,NESBIT DR,1195,35.0,0.79,5/16/2017 0:00,27948,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Collector,2638,1,,BERNOULLI DR|NESBIT DR|NOTCHES DR,"['2017-05-16', '2016-02-14', '2015-05-02', '2014-04-27', '2013-08-05', '2012-05-03', '2011-05-11', '2010-02-20', '2009-01-16', '2007-08-17']"
SLCT6,2034688,5.0,HOLLY SPRINGS CT,HOLLY SPRINGS DR,2711,242,29.0,0.12,5/17/2017 0:00,28271,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2637,1,,HOLLY SPRINGS CT|2711|HOLLY SPRINGS DR,"['2017-05-17', '2016-06-23', '2015-05-12', '2014-05-01', '2013-07-19', '2012-01-23', '2011-01-02', '2009-09-09', '2008-12-15', '2007-08-24']"
SLCT6,2042085,5.0,HOLLY SPRINGS DR,CURLEW DR,HOLLY SPRINGS CT,1101,29.0,0.6,5/17/2017 0:00,28272,,PM Thin Surface Treatment,C,B,B,2022.0,2019.0,2017.0,Residential,2637,1,,HOLLY SPRINGS DR|CURLEW DR|HOLLY SPRINGS CT,"['2017-05-17', '2016-04-26', '2015-03-09', '2013-11-23', '2013-02-25', '2012-07-24', '2011-10-05', '2010-10-22', '2009-11-23', '2008-06-09']"
SLCT6,2026009,5.0,HOLLY SPRINGS DR,HOLLY SPRINGS CT,AFTONSHIRE WAY,335,29.0,0.18,5/17/2017 0:00,28272,,PM Thin Surface Treatment,C,C,C,2022.0,2019.0,2017.0,Residential,2637,1,,HOLLY SPRINGS DR|AFTONSHIRE WAY|HOLLY SPRINGS CT,"['2017-05-17', '2016-10-02', '2015-10-17', '2014-09-28', '2013-08-20', '2012-08-04', '2011-08-23', '2010-09-09', '2009-09-29', '2008-08-15']"
SLCT6,2039165,7.0,COOKSTOWN DR,HAVELOCK DR,GABLE DR,1149,27.0,0.58,5/17/2017 0:00,28077,,PM Thin Surface Treatment,C,C,C,2020.0,2018.0,2018.0,Residential,2637,1,,COOKSTOWN DR|GABLE DR|HAVELOCK DR,"['2017-05-17', '2015-12-26', '2014-09-27', '2013-12-26', '2012-10-07', '2012-01-17', '2011-02-03', '2009-08-25', '2008-11-05', '2008-03-22']"
SLCT6,2025950,5.0,SUGAR HILL DR,NIGHTJAR DR,NIGHTJAR DR,1368,29.0,0.75,5/17/2017 0:00,28615,,PM Thin Surface Treatment,B,C,B,2022.0,2019.0,2017.0,Residential,2637,1,,SUGAR HILL DR|NIGHTJAR DR|NIGHTJAR DR,"['2017-05-17', '2016-03-24', '2015-04-24', '2014-09-16', '2013-06-12', '2012-05-25', '2011-04-29', '2010-01-14', '2009-06-21', '2008-07-30']"
PMOL,2017126,9.0,27TH ST W,WICHITA ST,UNIVERSITY AVE,367,37.0,0.26,5/18/2017 0:00,24054,,PM Overlay,B,D,D,2021.0,2018.0,2018.0,Collector,2636,1,,27TH ST W|UNIVERSITY AVE|WICHITA ST,"['2017-05-18', '2016-03-11', '2015-01-19', '2013-10-06', '2012-08-08', '2011-10-11', '2010-10-16', '2009-08-29', '2008-08-30', '2007-08-01']"
PMOL,2017121,9.0,27TH ST W,UNIVERSITY AVE,WHITIS AVE,358,37.0,0.25,5/18/2017 0:00,24054,,PM Overlay,C,D,D,2021.0,2018.0,2018.0,Collector,2636,1,,27TH ST W|UNIVERSITY AVE|WHITIS AVE,"['2017-05-18', '2016-02-17', '2015-02-13', '2013-11-25', '2012-10-05', '2012-01-06', '2010-12-05', '2009-09-05', '2008-11-22', '2007-12-02']"
PMOL,2017118,9.0,27TH ST W,WHITIS AVE,WHITIS AVE,92,50.0,0.09,5/18/2017 0:00,24054,,PM Overlay,C,C,C,2021.0,2018.0,2018.0,Collector,2636,1,,27TH ST W|WHITIS AVE|WHITIS AVE,"['2017-05-18', '2016-04-15', '2015-08-01', '2014-10-13', '2014-01-01', '2013-05-24', '2012-04-05', '2011-04-18', '2010-09-20', '2009-12-26']"
PMOL,2017113,9.0,27TH ST W,WHITIS AVE,GUADALUPE ST,256,50.0,0.24,5/18/2017 0:00,24054,,PM Overlay,C,C,C,2021.0,2018.0,2018.0,Collector,2636,1,,27TH ST W|GUADALUPE ST|WHITIS AVE,"['2017-05-18', '2016-05-26', '2015-05-20', '2014-05-04', '2013-04-04', '2012-06-01', '2011-08-04', '2011-01-05', '2010-02-24', '2009-02-19']"
PMOL,2017111,9.0,27TH ST W,GUADALUPE ST,NUECES ST,504,28.0,0.27,5/18/2017 0:00,24054,,PM Overlay,D,B,B,2021.0,2018.0,2018.0,Collector,2636,1,,27TH ST W|GUADALUPE ST|NUECES ST,"['2017-05-18', '2016-04-02', '2015-04-13', '2014-03-10', '2013-05-12', '2011-12-16', '2011-03-14', '2010-05-15', '2008-12-21', '2007-12-19']"
SLCT5,2025741,5.0,NOTCHES DR,COHOBA DR,BERNOULLI DR,276,35.0,0.18,5/18/2017 0:00,28438,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Collector,2636,1,,NOTCHES DR|BERNOULLI DR|COHOBA DR,"['2017-05-18', '2016-12-26', '2015-12-04', '2015-02-21', '2014-04-29', '2013-04-10', '2011-11-24', '2011-01-02', '2009-08-10', '2008-01-22']"
SLCT5,2025831,5.0,NOTCHES DR,BERNOULLI DR,NESBIT DR,959,35.0,0.64,5/18/2017 0:00,28438,,PM Thin Surface Treatment,D,D,D,2022.0,2019.0,2017.0,Collector,2636,1,,NOTCHES DR|BERNOULLI DR|NESBIT DR,"['2017-05-18', '2016-03-19', '2015-06-16', '2014-07-10', '2013-12-05', '2012-10-21', '2011-12-23', '2011-04-16', '2010-03-17', '2009-07-01']"
SLCT5,2025850,5.0,NOTCHES DR,NESBIT DR,LAGERWAY CV,263,35.0,0.17,5/18/2017 0:00,28438,,PM Thin Surface Treatment,D,F,F,2022.0,2019.0,2017.0,Collector,2636,1,,NOTCHES DR|LAGERWAY CV|NESBIT DR,"['2017-05-18', '2016-04-19', '2015-02-22', '2014-05-02', '2013-06-15', '2012-07-20', '2011-07-27', '2010-10-09', '2009-07-06', '2008-06-29']"
SLCT6,2030581,7.0,TIPPERARY CV,GABLE DR,12312,336,27.0,0.14,5/19/2017 0:00,28639,,PM Thin Surface Treatment,D,C,C,2020.0,2018.0,2018.0,Residential,2635,1,,TIPPERARY CV|12312|GABLE DR,"['2017-05-19', '2016-02-04', '2015-01-31', '2013-10-25', '2013-01-14', '2012-03-20', '2011-03-26', '2010-06-05', '2009-06-14', '2008-07-06']"
SLCT6,2042031,5.0,FIRECREST DR,CANUS DR,SANFORD DR,323,27.0,0.17,5/19/2017 0:00,28183,,PM Thin Surface Treatment,D,F,F,2022.0,2019.0,2017.0,Residential,2635,1,,FIRECREST DR|CANUS DR|SANFORD DR,"['2017-05-19', '2016-08-18', '2016-01-14', '2014-06-24', '2013-03-24', '2012-02-07', '2011-03-12', '2010-03-14', '2009-02-20', '2008-03-10']"
SLCT6,2025824,5.0,FIRECREST DR,CURLEW DR,CANUS DR,837,27.0,0.43,5/19/2017 0:00,28183,,PM Thin Surface Treatment,D,C,C,2022.0,2019.0,2017.0,Residential,2635,1,,FIRECREST DR|CANUS DR|CURLEW DR,"['2017-05-19', '2015-11-21', '2014-05-13', '2013-04-03', '2011-10-05', '2010-05-23', '2009-09-05', '2008-11-04', '2008-02-11', '2006-08-15']"
SLCT5,2005904,7.0,CASSADY DR,BLOSSOMWOOD DR,ADELPHI LN,781,41.0,0.61,5/19/2017 0:00,28028,,PM Thin Surface Treatment,B,C,C,2020.0,2018.0,2018.0,Collector,2635,1,,CASSADY DR|ADELPHI LN|BLOSSOMWOOD DR,"['2017-05-19', '2016-02-19', '2015-05-17', '2014-04-28', '2013-03-14', '2012-01-07', '2011-02-28', '2010-05-06', '2009-01-02', '2007-05-27']"
SLCT5,2005921,7.0,CASSADY DR,CORONET ST,BLOSSOMWOOD DR,319,41.0,0.25,5/19/2017 0:00,28028,,PM Thin Surface Treatment,B,A,A,2020.0,2018.0,2018.0,Collector,2635,1,,CASSADY DR|BLOSSOMWOOD DR|CORONET ST,"['2017-05-19', '2016-05-20', '2015-06-11', '2014-11-13', '2013-04-23', '2012-05-17', '2011-08-04', '2010-08-29', '2009-07-02', '2008-05-31']"
SLCT5,2005938,7.0,CASSADY DR,CABANA LN,CORONET ST,215,41.0,0.17,5/19/2017 0:00,28028,,PM Thin Surface Treatment,A,F,F,2020.0,2018.0,2018.0,Collector,2635,1,,CASSADY DR|CABANA LN|CORONET ST,"['2017-05-19', '2016-06-14', '2015-04-16', '2014-06-28', '2013-05-20', '2012-09-04', '2011-09-08', '2010-11-05', '2009-10-22', '2009-06-07']"
